212,1.96,0.0185
299,2.22,0.0147
422,2.12,0.0115
597,1.84,0.00889
843,1.41,0.00655
1190,0.977,0.00459
1680,0.632,0.00311
2380,0.375,0.00202
3360,0.207,0.00126
4220,0.133,0.000896
5320,0.0812,0.000625
7300,0.0404,0.000599
9940,0.0193,0.000312
12900,0.00996,0.000175
18200,0.0041,8.13e-005
22700,0.00229,4.91e-005
25900,0.00162,3.64e-005
30000,0.00109,2.59e-005
35800,0.000686,1.74e-005
44100,0.000394,1.1e-005
57400,0.000196,6.25e-006
82400,7.69e-005,3e-006
